finestep,time,c_0,c_1,c_2,c_3,c_4,temp,c_mean
12650,27.21453881263733,-35,-37,-37,-36,-36,21.3,-36.2
12677,27.31037163734436,-34,-38,-33,-36,-35,21.3,-35.2
12700,27.422037601470947,-34,-36,-34,-36,-35,21.3,-35.0
12719,27.517900705337524,-35,-35,-36,-36,-36,21.3,-35.6
12734,27.613752365112305,-39,-37,-35,-36,-38,21.3,-37.0
12747,27.725488424301147,-36,-37,-36,-35,-36,21.3,-36.0
12753,27.820512533187866,-37,-36,-35,-35,-35,21.3,-35.6
12754,27.91720700263977,-35,-37,-37,-35,-35,21.3,-35.8
12749,28.012973308563232,-37,-36,-36,-35,-35,21.3,-35.8
12746,28.124854803085327,-35,-36,-37,-36,-37,21.3,-36.2
12739,28.21985626220703,-34,-36,-34,-34,-39,21.3,-35.4
12729,28.332088470458984,-36,-36,-35,-37,-36,21.3,-36.0
12713,28.443853855133057,-36,-34,-35,-37,-36,21.3,-35.6
12690,28.540148496627808,-36,-35,-38,-35,-37,21.3,-36.2
12660,28.63522458076477,-37,-34,-36,-34,-35,21.3,-35.2
12624,28.74726629257202,-38,-36,-34,-35,-35,21.3,-35.6
12592,28.843419790267944,-36,-36,-35,-37,-34,21.3,-35.6
12560,28.939298629760742,-35,-38,-36,-36,-36,21.3,-36.2
12526,29.05106210708618,-37,-35,-36,-36,-38,21.3,-36.4
12491,29.146592378616333,-35,-36,-36,-35,-35,21.3,-35.4
12458,29.242515087127686,-36,-36,-37,-36,-35,21.3,-36.0
12420,29.337767839431763,-37,-37,-33,-37,-34,21.3,-35.6
12376,29.434378623962402,-35,-35,-37,-34,-35,21.3,-35.2
12329,29.530290842056274,-35,-35,-35,-36,-32,21.3,-34.6
12276,29.626229763031006,-37,-35,-36,-37,-37,21.3,-36.4
12222,29.73738956451416,-36,-36,-34,-34,-34,21.3,-34.8
12165,29.833620309829712,-35,-35,-35,-36,-35,21.3,-35.2
12108,29.928764581680298,-34,-36,-34,-35,-36,21.3,-35.0
12052,30.02520775794983,-36,-35,-35,-37,-35,21.3,-35.6
11996,30.136679649353027,-33,-35,-36,-34,-36,21.3,-34.8
11945,30.232845306396484,-36,-35,-34,-32,-34,21.3,-34.2
11897,30.32883381843567,-35,-33,-35,-34,-35,21.3,-34.4
11855,30.424540758132935,-37,-35,-35,-37,-33,21.3,-35.4
11810,30.51966881752014,-35,-36,-34,-34,-36,21.3,-35.0
11768,30.616283416748047,-35,-35,-35,-34,-33,21.3,-34.4
11727,30.72793745994568,-34,-34,-34,-34,-33,21.3,-33.8
11690,30.8239324092865,-35,-35,-32,-34,-36,21.3,-34.4
11657,30.935874223709106,-35,-34,-36,-33,-33,21.3,-34.2
11625,31.031444549560547,-33,-35,-33,-35,-35,21.3,-34.2
11596,31.142364978790283,-35,-32,-35,-34,-35,21.3,-34.2
11570,31.25424861907959,-36,-36,-35,-34,-33,21.3,-34.8
11547,31.36673665046692,-34,-34,-33,-36,-36,21.3,-34.6
11528,31.46268916130066,-34,-33,-32,-34,-33,21.3,-33.2
11513,31.558531761169434,-37,-34,-34,-34,-34,21.3,-34.6
11504,31.669926404953003,-33,-32,-33,-33,-34,21.3,-33.0
11498,31.781312227249146,-35,-35,-33,-35,-36,21.3,-34.8
11496,31.877925157546997,-33,-35,-35,-33,-32,21.3,-33.6
11498,31.97382354736328,-35,-35,-33,-33,-34,21.3,-34.0
11501,32.06964826583862,-35,-35,-32,-34,-33,21.3,-33.8
11506,32.16532015800476,-35,-34,-36,-34,-34,21.3,-34.6
11509,32.2605414390564,-33,-35,-33,-36,-32,21.3,-33.8
11515,32.356502056121826,-36,-34,-33,-36,-34,21.3,-34.6
11523,32.45270371437073,-34,-34,-35,-34,-34,21.3,-34.2
11533,32.54874539375305,-34,-35,-34,-34,-35,21.3,-34.4
11543,32.64463186264038,-33,-33,-34,-35,-34,21.3,-33.8
11554,32.740445613861084,-36,-34,-35,-35,-34,21.3,-34.8
11563,32.85200500488281,-33,-34,-33,-32,-34,21.3,-33.2
11575,32.947710275650024,-32,-33,-35,-33,-33,21.3,-33.2
11588,33.05985403060913,-34,-33,-35,-34,-36,21.3,-34.4
11598,33.15559935569763,-34,-34,-35,-34,-31,21.3,-33.6
11605,33.25145506858826,-32,-36,-33,-34,-35,21.3,-34.0
11607,33.347373962402344,-35,-33,-34,-35,-36,21.3,-34.6
11606,33.44303011894226,-35,-34,-34,-33,-34,21.3,-34.0
11602,33.53905534744263,-36,-34,-34,-33,-34,21.3,-34.2
11598,33.65084171295166,-35,-33,-36,-35,-34,21.3,-34.6
11595,33.7465078830719,-35,-33,-33,-35,-32,21.3,-33.6
11590,33.84252214431763,-35,-33,-33,-37,-33,21.3,-34.2
11584,33.938210010528564,-33,-34,-34,-32,-35,21.3,-33.6
11578,34.03430938720703,-32,-35,-35,-35,-34,21.3,-34.2
11569,34.12948274612427,-33,-33,-34,-33,-34,21.3,-33.4
11564,34.22568869590759,-34,-34,-33,-33,-33,21.3,-33.4
11553,34.337169885635376,-36,-36,-36,-35,-34,21.3,-35.4
11536,34.44916033744812,-35,-34,-35,-33,-34,21.3,-34.2
11516,34.5447793006897,-34,-33,-33,-32,-34,21.3,-33.2
11501,34.640949010849,-34,-35,-33,-35,-32,21.3,-33.8
11489,34.73652005195618,-34,-34,-36,-33,-33,21.3,-34.0
11484,34.83271384239197,-37,-33,-34,-35,-37,21.3,-35.2
11481,34.94390273094177,-34,-34,-34,-34,-33,21.3,-33.8
11478,35.04026961326599,-35,-36,-35,-35,-34,21.3,-35.0
11476,35.135209798812866,-33,-35,-33,-34,-33,21.3,-33.6
11473,35.231433629989624,-34,-35,-34,-36,-33,21.3,-34.4
